measure_id,measure_name,location_id,location_name,FIPS,sex_id,sex,age_id,age_name,year_id,metric,val,upper,lower
26,Life expectancy,527,California,6,2,Female,161,0,2012,Years,82.67154473,82.72133929,82.62396876
26,Life expectancy,527,California,6,2,Female,161,0,2013,Years,82.77409204,82.82318583,82.72768918
26,Life expectancy,527,California,6,2,Female,161,0,2014,Years,82.95930482,83.018876,82.89731983
26,Life expectancy,527,California,6,3,Both,161,0,1980,Years,74.29225573,74.34337354,74.24395234
26,Life expectancy,527,California,6,3,Both,161,0,1981,Years,74.66831428,74.71611686,74.6202627
26,Life expectancy,527,California,6,3,Both,161,0,1982,Years,74.87334383,74.92402493,74.82208073
26,Life expectancy,527,California,6,3,Both,161,0,1983,Years,75.27884796,75.32728621,75.23141563
26,Life expectancy,527,California,6,3,Both,161,0,1984,Years,75.22006298,75.26725203,75.16866671
26,Life expectancy,527,California,6,3,Both,161,0,1985,Years,75.23714558,75.28149173,75.19192449
26,Life expectancy,527,California,6,3,Both,161,0,1986,Years,75.41995118,75.4673274,75.37200222
26,Life expectancy,527,California,6,3,Both,161,0,1987,Years,75.41316903,75.46118116,75.36845027
26,Life expectancy,527,California,6,3,Both,161,0,1988,Years,75.47416887,75.51898817,75.42933854
26,Life expectancy,527,California,6,3,Both,161,0,1989,Years,75.57765616,75.62260284,75.53344104
26,Life expectancy,527,California,6,3,Both,161,0,1990,Years,75.9502213,75.99650716,75.90496024
26,Life expectancy,527,California,6,3,Both,161,0,1991,Years,76.14512176,76.18870417,76.09847127
26,Life expectancy,527,California,6,3,Both,161,0,1992,Years,76.35337178,76.39815652,76.30910389
26,Life expectancy,527,California,6,3,Both,161,0,1993,Years,76.44798567,76.48952705,76.40932247
26,Life expectancy,527,California,6,3,Both,161,0,1994,Years,76.47829307,76.52188731,76.43271654
26,Life expectancy,527,California,6,3,Both,161,0,1995,Years,76.73148286,76.77085764,76.68878448
26,Life expectancy,527,California,6,3,Both,161,0,1996,Years,77.16493434,77.20806903,77.12391291
26,Life expectancy,527,California,6,3,Both,161,0,1997,Years,77.52728179,77.5680221,77.48886356
26,Life expectancy,527,California,6,3,Both,161,0,1998,Years,77.76124678,77.80376705,77.71955375
26,Life expectancy,527,California,6,3,Both,161,0,1999,Years,77.96273831,78.002064,77.92155921
26,Life expectancy,527,California,6,3,Both,161,0,2000,Years,78.15279258,78.19359104,78.11516702
26,Life expectancy,527,California,6,3,Both,161,0,2001,Years,78.14643312,78.19960132,78.08071223
26,Life expectancy,527,California,6,3,Both,161,0,2002,Years,78.40365627,78.44095647,78.36425636
26,Life expectancy,527,California,6,3,Both,161,0,2003,Years,78.46881952,78.50977816,78.43116473
26,Life expectancy,527,California,6,3,Both,161,0,2004,Years,78.83723192,78.87429109,78.79885512
26,Life expectancy,527,California,6,3,Both,161,0,2005,Years,78.95618116,79.0033288,78.90113548
26,Life expectancy,527,California,6,3,Both,161,0,2006,Years,79.04997511,79.09040786,79.00907827
26,Life expectancy,527,California,6,3,Both,161,0,2007,Years,79.44471516,79.48324202,79.4053381
26,Life expectancy,527,California,6,3,Both,161,0,2008,Years,79.78416679,79.82426698,79.7460983
26,Life expectancy,527,California,6,3,Both,161,0,2009,Years,79.96026067,79.99949047,79.92429629
26,Life expectancy,527,California,6,3,Both,161,0,2010,Years,80.3449089,80.38041973,80.30852684
26,Life expectancy,527,California,6,3,Both,161,0,2011,Years,80.37812634,80.42025648,80.33854621
26,Life expectancy,527,California,6,3,Both,161,0,2012,Years,80.53757256,80.57618661,80.4995341
26,Life expectancy,527,California,6,3,Both,161,0,2013,Years,80.61380453,80.65041287,80.57828235
26,Life expectancy,527,California,6,3,Both,161,0,2014,Years,80.81641284,80.86280476,80.76813078
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1980,Years,70.18462258,70.51151957,69.8286153
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1981,Years,70.68219983,70.98158346,70.37529235
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1982,Years,70.88895116,71.20599612,70.56919582
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1983,Years,71.70299368,72.00237725,71.3552532
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1984,Years,71.45727368,71.76289483,71.12326449
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1985,Years,71.40692649,71.715672,71.09980716
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1986,Years,71.70287815,72.02506156,71.40422456
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1987,Years,71.86691226,72.16643473,71.57127433
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1988,Years,72.0163684,72.32100159,71.73180784
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1989,Years,71.62522811,71.94721206,71.32605165
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1990,Years,72.56488827,72.87245317,72.26272782
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1991,Years,72.41992397,72.72617406,72.11407002
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1992,Years,73.01594142,73.34753597,72.69363011
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1993,Years,73.13491773,73.45674101,72.8263045
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1994,Years,73.17837133,73.47818115,72.86282599
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1995,Years,73.22380424,73.5312427,72.91283092
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1996,Years,74.14316476,74.43333316,73.84805714
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1997,Years,74.68866976,74.97878913,74.3949681
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1998,Years,75.09596298,75.38660398,74.80700317
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,1999,Years,75.36593461,75.65636424,75.08721696
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2000,Years,75.57094258,75.85692403,75.30040878
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2001,Years,75.74790613,76.03776156,75.46229345
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2002,Years,76.17964913,76.454729,75.90283115
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2003,Years,76.15721898,76.45127991,75.87850412
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2004,Years,76.80766345,77.09812348,76.54241875
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2005,Years,76.91296112,77.18589575,76.62087488
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2006,Years,77.07252678,77.35520694,76.78785614
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2007,Years,77.26270216,77.53933527,76.98170842
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2008,Years,77.85223054,78.12504007,77.5803783
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2009,Years,78.40361822,78.70289256,78.13281898
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2010,Years,78.83676765,79.09913929,78.55794453
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2011,Years,78.77184929,79.0560718,78.50107788
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2012,Years,79.00885512,79.30310199,78.73849707
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2013,Years,78.91329604,79.18689182,78.65449272
26,Life expectancy,792,Alameda County,6001,1,Male,161,0,2014,Years,79.32321894,79.58835979,79.05055119
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1980,Years,77.26385726,77.54540048,76.96284898
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1981,Years,77.41340743,77.69227292,77.12691269
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1982,Years,77.4307553,77.70572399,77.16018545
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1983,Years,78.12593884,78.39333037,77.82139017
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1984,Years,77.9572201,78.22209245,77.68366347
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1985,Years,78.00638463,78.26605015,77.758328
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1986,Years,78.30963286,78.60612268,78.03676013
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1987,Years,78.20463163,78.46621576,77.93420075
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1988,Years,78.18396885,78.44030507,77.92720125
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1989,Years,78.26417152,78.54632286,77.99945978
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1990,Years,78.65571008,78.92961682,78.39279111
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1991,Years,78.84606115,79.08771958,78.58498029
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1992,Years,79.23086343,79.5070129,78.95024281
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1993,Years,79.13910592,79.40277829,78.86751156
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1994,Years,79.44806872,79.69755832,79.17430431
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1995,Years,79.51645151,79.76681535,79.24870862
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1996,Years,79.7639009,80.01826386,79.51339356
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1997,Years,80.10573671,80.36202491,79.86246321
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1998,Years,79.94498584,80.20691316,79.69608849
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,1999,Years,80.13525062,80.36975897,79.89659524
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2000,Years,80.33713439,80.56867409,80.09903147
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2001,Years,80.51017916,80.77059807,80.25471449
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2002,Years,80.76294311,80.99907681,80.52053697
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2003,Years,80.84455867,81.08378353,80.59976297
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2004,Years,81.23004037,81.47491323,80.96208473
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2005,Years,81.48149848,81.71631892,81.24239894
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2006,Years,81.53502955,81.76869184,81.27697644
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2007,Years,81.8787954,82.12526914,81.63846337
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2008,Years,82.17826599,82.40332725,81.94924256
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2009,Years,82.47555921,82.72065501,82.23345211
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2010,Years,82.84663908,83.08341083,82.61831447
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2011,Years,82.99100171,83.22294216,82.74780215
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2012,Years,82.90862266,83.13414552,82.68008544
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2013,Years,83.25547613,83.49481304,83.04392563
26,Life expectancy,792,Alameda County,6001,2,Female,161,0,2014,Years,83.44793009,83.6792116,83.20619121
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1980,Years,73.75998298,73.98841377,73.53941559
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1981,Years,74.10257353,74.32615384,73.88710755
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1982,Years,74.2195758,74.43488196,73.99624795
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1983,Years,74.99143649,75.20222577,74.75860243
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1984,Years,74.77089099,74.98009654,74.55464741
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1985,Years,74.7625814,74.96198999,74.5657756
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1986,Years,75.06400734,75.29164113,74.84796557
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1987,Years,75.09818467,75.30384156,74.88887789
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1988,Years,75.1653232,75.36912952,74.97201489
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1989,Years,74.98560229,75.18406344,74.77515452
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1990,Years,75.66333047,75.87948769,75.44963849
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1991,Years,75.6734702,75.86785695,75.46632477
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1992,Years,76.17716424,76.39239577,75.94977917
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1993,Years,76.19465072,76.3999968,75.97069592
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1994,Years,76.36138623,76.57241467,76.1433122
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1995,Years,76.41377575,76.62171074,76.20257127
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1996,Years,77.02387988,77.22842772,76.84245558
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1997,Years,77.48070287,77.68002427,77.28709012
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1998,Years,77.60820324,77.80219768,77.41867664
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,1999,Years,77.84259483,78.03997489,77.65985029
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2000,Years,78.04709101,78.23238903,77.87294316
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2001,Years,78.21812036,78.39939743,78.02743835
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2002,Years,78.56219464,78.75300698,78.38280543
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2003,Years,78.58733206,78.78862978,78.40335622
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2004,Years,79.10855848,79.29961895,78.9280098
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2005,Years,79.28332595,79.46900119,79.10002918
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2006,Years,79.38706779,79.57963158,79.18422511
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2007,Years,79.6504789,79.82104679,79.45673726
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2008,Years,80.09833722,80.28762499,79.92176145
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2009,Years,80.523074,80.71246519,80.34468636
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2010,Years,80.92492022,81.10425995,80.73706092
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2011,Years,80.9622083,81.14341539,80.78252492
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2012,Years,81.03790192,81.22839148,80.84781383
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2013,Years,81.15846642,81.33467727,80.97351594
26,Life expectancy,792,Alameda County,6001,3,Both,161,0,2014,Years,81.45976533,81.63145258,81.2884314
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1980,Years,69.76771328,71.8391715,67.72920349
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1981,Years,70.1027007,72.09132537,68.17791462
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1982,Years,70.54875256,72.48964909,68.55930201
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1983,Years,70.67441112,72.65546398,68.83934643
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1984,Years,70.80474447,72.74506219,69.07884037
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1985,Years,70.96191213,72.85039033,69.14355641
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1986,Years,71.04533314,72.92922008,69.28042503
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1987,Years,71.15003151,73.0188992,69.393972
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1988,Years,71.18791863,73.02094071,69.36849451
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1989,Years,71.33678497,73.14970991,69.43265942
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1990,Years,71.61142375,73.52752408,69.76232617
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1991,Years,71.97875701,73.80332044,70.1983471
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1992,Years,72.31310483,74.16022248,70.57068808
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1993,Years,72.43676785,74.28482802,70.64489034
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1994,Years,72.56745474,74.42210193,70.85035619
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1995,Years,72.84092585,74.72006442,71.14277853
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1996,Years,73.39346082,75.19115266,71.76453729
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1997,Years,73.96174914,75.67544302,72.28297699
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1998,Years,74.24228,76.0688199,72.6151476
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,1999,Years,74.45847336,76.23261318,72.74894348
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2000,Years,74.39150056,76.13414254,72.75977544
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2001,Years,74.47879577,76.21954997,72.75865526
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2002,Years,74.784464,76.63355947,72.9935677
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2003,Years,74.97685827,76.806633,73.30542672
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2004,Years,75.45071072,77.30570045,73.78436745
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2005,Years,75.61324651,77.42611615,73.77264486
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2006,Years,75.92139732,77.86175394,74.10693467
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2007,Years,76.24050435,78.05911085,74.32007512
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2008,Years,76.4542152,78.36228249,74.55488763
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2009,Years,76.77521028,78.64194848,74.95668648
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2010,Years,76.9066521,78.87891556,75.03900421
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2011,Years,76.94155346,78.92994615,75.07194112
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2012,Years,77.05557443,79.03550019,75.15272764
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2013,Years,77.09346153,79.13158153,75.10127246
26,Life expectancy,779,Alpine County,6003,1,Male,161,0,2014,Years,77.0457156,79.1318185,74.98897842
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1980,Years,77.12001635,79.01908149,75.28788541
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1981,Years,77.30712452,79.10482036,75.54932486
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1982,Years,77.54635436,79.33563103,75.81813899
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1983,Years,77.59902864,79.28483222,75.94966935
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1984,Years,77.61380708,79.32376646,75.93745332
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1985,Years,77.70216799,79.44951451,75.9382834
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1986,Years,77.78547613,79.49373896,76.12950038
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1987,Years,77.83877004,79.45006565,76.25713774
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1988,Years,77.8086577,79.4612263,76.28191762
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1989,Years,77.98391601,79.75346299,76.38773324
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1990,Years,78.21625203,79.87589963,76.55295804
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1991,Years,78.44903559,80.06741477,76.80595189
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1992,Years,78.7086733,80.32531153,77.09481111
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1993,Years,78.71210526,80.27645715,77.05028959
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1994,Years,78.77050487,80.3954574,77.23888561
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1995,Years,78.84606695,80.44324728,77.25804505
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1996,Years,79.08181476,80.69502833,77.47520311
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1997,Years,79.3109872,80.90280175,77.72799794
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1998,Years,79.40363556,80.95295781,77.72455925
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,1999,Years,79.58642591,81.17112839,78.02620546
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2000,Years,79.39162803,80.99802029,77.82134732
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2001,Years,79.41803997,80.94944984,77.69271391
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2002,Years,79.61794837,81.20765003,78.01159817
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2003,Years,79.74591845,81.3932165,78.03495893
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2004,Years,80.13588805,81.70035145,78.42798795
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2005,Years,80.33971472,82.01028034,78.60777129
26,Life expectancy,779,Alpine County,6003,2,Female,161,0,2006,Years,80.58427635,82.23865918,78.84564666
